City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
518,Sal Rei,CV,16.1833,-22.9167,80.8,74,0,12.66,clear sky,2021-11-04 19:25:10
519,Staryy Krym,UA,45.0333,35.1,54.5,96,24,7.7,few clouds,2021-11-04 19:25:10
520,Monroe,US,43.1501,-77.6831,46.78,63,90,6.91,overcast clouds,2021-11-04 19:20:31
521,Ridgeland,US,32.4285,-90.1323,57.88,57,1,8.05,clear sky,2021-11-04 19:21:59
522,Verkhniy Ufaley,RU,56.0567,60.2306,25.68,45,0,14.61,clear sky,2021-11-04 19:25:11
523,Coruripe,BR,-10.1256,-36.1756,83.16,68,30,22.48,scattered clouds,2021-11-04 19:25:11
524,Urumqi,CN,43.801,87.6005,14.95,86,75,4.47,light snow,2021-11-04 19:25:11
525,Vavuniya,LK,8.7514,80.4971,73.65,98,100,3.67,overcast clouds,2021-11-04 19:25:12
526,Lieksa,FI,63.3167,30.0167,45.19,95,100,11.36,overcast clouds,2021-11-04 19:25:12
527,Beroroha,MG,-21.6667,45.1667,81.5,48,0,8.16,clear sky,2021-11-04 19:25:12
528,Sumter,US,28.7086,-82.0831,78.3,79,100,9.57,overcast clouds,2021-11-04 19:25:12
529,Samfya,ZM,-11.3649,29.5565,77.05,48,4,5.73,clear sky,2021-11-04 19:25:13
530,Taylorville,US,39.5489,-89.2945,51.93,40,1,0.0,clear sky,2021-11-04 19:25:13
531,Iralaya,HN,15.0,-83.2333,84.29,72,61,6.69,broken clouds,2021-11-04 19:25:13
532,Road Town,VG,18.4167,-64.6167,84.29,79,40,6.91,scattered clouds,2021-11-04 19:23:06
533,Blythe,US,33.6103,-114.5964,81.05,21,1,0.0,clear sky,2021-11-04 19:25:14
534,Torit,SS,4.4133,32.5678,75.88,63,63,2.44,broken clouds,2021-11-04 19:25:14
535,Fram,PY,-26.9833,-55.8833,91.99,38,26,2.24,scattered clouds,2021-11-04 19:25:14
536,Mana,GF,5.6592,-53.7767,84.72,63,95,9.84,overcast clouds,2021-11-04 19:25:15
537,Abhar,IR,36.1468,49.218,47.16,90,100,6.13,overcast clouds,2021-11-04 19:25:15
538,Bredy,RU,52.4153,60.3411,24.91,38,3,12.01,clear sky,2021-11-04 19:25:15
539,Starkville,US,33.4504,-88.8184,57.07,64,20,4.61,few clouds,2021-11-04 19:25:16
540,Butler,US,39.4501,-84.5666,53.11,44,40,1.01,scattered clouds,2021-11-04 19:25:16
541,Tazovskiy,RU,67.4667,78.7,28.87,92,100,21.07,overcast clouds,2021-11-04 19:25:16
542,Fortuna,US,40.5982,-124.1573,58.93,72,75,1.99,broken clouds,2021-11-04 19:25:16
543,Manzanillo,CU,20.3433,-77.1167,87.46,55,24,3.76,few clouds,2021-11-04 19:25:17
544,Pavino,RU,59.1139,46.1414,40.96,93,100,12.15,overcast clouds,2021-11-04 19:25:17
545,Rio Grande,BR,-32.035,-52.0986,82.51,76,36,7.0,scattered clouds,2021-11-04 19:25:17
546,Rio Cuarto,AR,-33.1307,-64.3499,47.97,93,90,23.02,light intensity drizzle,2021-11-04 19:25:18
547,Algiers,DZ,36.7525,3.042,55.22,77,40,5.75,scattered clouds,2021-11-04 19:23:17
548,Shirokiy,RU,49.758,129.523,31.41,89,29,4.25,scattered clouds,2021-11-04 19:25:18
549,Poddorye,RU,57.4695,31.1156,43.68,84,100,8.05,overcast clouds,2021-11-04 19:25:18
550,Kenora,CA,49.8167,-94.4337,47.37,61,20,11.5,few clouds,2021-11-04 19:21:38
551,Summerville,US,33.0185,-80.1757,65.98,57,1,1.01,clear sky,2021-11-04 19:26:19
552,Antofagasta,CL,-23.65,-70.4,65.48,66,2,9.35,clear sky,2021-11-04 19:26:19
553,Marsa Matruh,EG,31.3525,27.2453,73.29,75,0,9.4,clear sky,2021-11-04 19:26:19
554,Port Blair,IN,11.6667,92.75,80.64,76,45,2.93,scattered clouds,2021-11-04 19:26:20
555,Tezu,IN,27.9167,96.1667,61.99,39,0,4.76,clear sky,2021-11-04 19:26:20
556,Kamenka,RU,51.3223,42.7678,45.97,69,100,10.07,overcast clouds,2021-11-04 19:26:20
557,Pundaguitan,PH,6.3711,126.1689,82.99,74,18,6.11,few clouds,2021-11-04 19:26:21
558,Mount Gambier,AU,-37.8333,140.7667,46.31,100,90,9.22,overcast clouds,2021-11-04 19:26:21
559,Verkhnyaya Inta,RU,65.9811,60.3094,33.58,97,100,24.07,light rain,2021-11-04 19:22:40
560,Itarema,BR,-2.9248,-39.9167,84.9,62,61,14.36,broken clouds,2021-11-04 19:26:21
561,Sakaiminato,JP,35.55,133.2333,55.38,94,75,5.75,broken clouds,2021-11-04 19:26:21
562,Diban,SY,35.0365,40.5167,71.08,35,0,8.37,clear sky,2021-11-04 19:26:22
563,Coahuayana,MX,18.7333,-103.6833,89.06,54,97,4.85,overcast clouds,2021-11-04 19:26:22
564,Port-Cartier,CA,50.0334,-66.8654,39.42,37,70,6.4,broken clouds,2021-11-04 19:26:22
565,Tabatinga,BR,-4.2525,-69.9381,86.09,70,40,9.22,scattered clouds,2021-11-04 19:26:23
566,Aguas Vermelhas,BR,-15.7472,-41.46,71.47,91,100,3.65,overcast clouds,2021-11-04 19:26:23
567,Yar-Sale,RU,66.8333,70.8333,32.49,89,100,22.73,overcast clouds,2021-11-04 19:26:23
568,Alnashi,RU,56.1874,52.4792,33.1,64,100,18.88,light snow,2021-11-04 19:26:23
569,Ahuimanu,US,21.4447,-157.8378,80.85,78,20,11.5,few clouds,2021-11-04 19:26:24
570,Dembi Dolo,ET,8.5333,34.8,58.75,81,2,4.16,clear sky,2021-11-04 19:26:24
571,Eyl,SO,7.9803,49.8164,78.26,66,36,9.53,scattered clouds,2021-11-04 19:26:24
572,Aykhal,RU,66.0,111.5,-7.26,97,100,21.5,overcast clouds,2021-11-04 19:26:25
573,Tambopata,PE,-12.7333,-69.1833,91.29,55,20,8.05,few clouds,2021-11-04 19:26:25
574,Codrington,AU,-38.2667,141.9667,43.63,96,5,2.59,clear sky,2021-11-04 19:26:25
575,Matara,LK,5.9485,80.5353,76.89,90,78,7.14,broken clouds,2021-11-04 19:26:25
576,Yeppoon,AU,-23.1333,150.7333,65.98,72,52,12.24,broken clouds,2021-11-04 19:26:26
577,Jalandhar,IN,31.3256,75.5792,66.97,41,0,3.13,clear sky,2021-11-04 19:26:26
578,Bosaso,SO,11.2842,49.1816,78.15,57,0,5.37,clear sky,2021-11-04 19:26:26
579,Panzhihua,CN,26.5851,101.7128,54.99,82,0,1.7,clear sky,2021-11-04 19:26:27
580,Auki,SB,-8.7676,160.7034,75.69,88,100,4.68,overcast clouds,2021-11-04 19:26:27
581,Saint-Georges,GD,12.0564,-61.7485,85.68,66,20,20.71,few clouds,2021-11-04 19:26:27
582,Lithgow,AU,-33.4833,150.15,54.55,99,100,5.03,overcast clouds,2021-11-04 19:26:27
583,Jalu,LY,29.0331,21.5482,80.2,24,2,7.81,clear sky,2021-11-04 19:26:28
584,Klaksvik,FO,62.2266,-6.589,45.52,75,93,22.46,overcast clouds,2021-11-04 19:26:28
585,Shimoda,JP,34.6667,138.95,55.11,76,2,8.52,clear sky,2021-11-04 19:26:28
586,Paamiut,GL,61.994,-49.6678,30.13,81,100,5.12,overcast clouds,2021-11-04 19:26:29
587,Baykit,RU,61.67,96.37,10.63,92,100,8.43,overcast clouds,2021-11-04 19:26:29
588,Mahwa,IN,27.0471,76.9288,71.1,33,0,0.31,clear sky,2021-11-04 19:26:29
589,Laela,TZ,-8.5667,32.05,75.25,39,75,3.49,broken clouds,2021-11-04 19:26:29
590,Tobol,KZ,52.6844,62.5794,25.68,39,15,12.1,few clouds,2021-11-04 19:26:30
591,Rawson,AR,-43.3002,-65.1023,64.83,19,44,14.85,scattered clouds,2021-11-04 19:26:30
592,Buraydah,SA,26.326,43.975,75.65,38,0,11.56,clear sky,2021-11-04 19:26:30
593,Soyo,AO,-6.1349,12.3689,78.75,81,76,7.94,broken clouds,2021-11-04 19:26:31
594,Eyemouth,GB,55.8713,-2.0901,42.84,71,43,10.04,scattered clouds,2021-11-04 19:26:31
595,Sattahip,TH,12.6664,100.9007,84.97,94,20,4.61,few clouds,2021-11-04 19:26:31
596,Tamandare,BR,-8.7597,-35.1047,81.95,70,99,14.67,overcast clouds,2021-11-04 19:26:32
597,Tsagan Aman,RU,47.5639,46.7218,44.26,59,100,14.92,overcast clouds,2021-11-04 19:27:32
598,Morinville,CA,53.8001,-113.652,48.81,59,75,2.3,broken clouds,2021-11-04 19:27:32
599,Kavaratti,IN,10.5669,72.642,82.06,79,100,10.67,overcast clouds,2021-11-04 19:27:32
600,Opuwo,NA,-18.0607,13.84,73.94,26,69,10.58,broken clouds,2021-11-04 19:27:33
601,Kingisepp,RU,59.3733,28.6134,40.48,96,77,5.08,broken clouds,2021-11-04 19:27:33
602,Lethem,GY,3.3803,-59.7968,96.66,34,49,12.03,scattered clouds,2021-11-04 19:27:33
603,Sur,OM,22.5667,59.5289,75.76,64,4,5.64,clear sky,2021-11-04 19:27:34
604,Quatre Cocos,MU,-20.2078,57.7625,71.71,76,0,9.06,clear sky,2021-11-04 19:27:34
605,Kizukuri,JP,40.8061,140.3861,48.94,94,100,4.43,overcast clouds,2021-11-04 19:27:34
606,Buzmeyin,TM,38.0507,58.2056,42.53,52,90,16.11,overcast clouds,2021-11-04 19:27:35
607,Fushan,CN,37.4958,121.2581,55.58,88,100,5.23,overcast clouds,2021-11-04 19:27:35
608,Qasigiannguit,GL,68.8193,-51.1922,30.45,83,99,7.23,overcast clouds,2021-11-04 19:27:35
609,Berbera,SO,10.4396,45.0143,82.76,54,4,1.86,clear sky,2021-11-04 19:27:35
610,Tabou,CI,4.423,-7.3528,79.0,81,4,8.25,clear sky,2021-11-04 19:27:36
611,Ugoofaaru,MV,5.6667,73.0,82.15,80,100,16.89,overcast clouds,2021-11-04 19:27:36
612,Penzance,GB,50.1186,-5.5371,49.77,66,92,20.69,overcast clouds,2021-11-04 19:27:36
613,Prince Rupert,CA,54.3161,-130.3201,47.89,97,100,4.61,moderate rain,2021-11-04 19:27:37
614,Kodinsk,RU,58.6881,99.1844,7.9,92,100,9.4,light snow,2021-11-04 19:27:37
615,Port Macquarie,AU,-31.4333,152.9167,64.36,88,90,0.0,overcast clouds,2021-11-04 19:27:37
616,Shenjiamen,CN,29.9576,122.298,67.41,80,100,13.67,overcast clouds,2021-11-04 19:27:38
617,Chapais,CA,49.7834,-74.8492,28.18,55,100,8.32,overcast clouds,2021-11-04 19:27:38
618,Rabo De Peixe,PT,37.8,-25.5833,68.27,95,40,16.11,scattered clouds,2021-11-04 19:27:38
619,Severobaykalsk,RU,55.65,109.3167,1.22,79,100,8.57,overcast clouds,2021-11-04 19:27:38
620,Pignon,HT,19.3333,-72.1167,82.13,64,26,2.55,scattered clouds,2021-11-04 19:27:39
621,Virar,IN,19.4667,72.8,82.49,60,96,5.48,light rain,2021-11-04 19:27:39
622,Ahtopol,BG,42.1,27.95,61.27,86,5,7.18,clear sky,2021-11-04 19:27:39
623,Nosy Varika,MG,-20.5833,48.5333,74.5,91,3,6.62,clear sky,2021-11-04 19:27:40
624,Mayo,US,38.8876,-76.5119,54.1,50,1,1.01,clear sky,2021-11-04 19:27:40
625,Abu Dhabi,AE,24.4667,54.3667,82.42,61,0,2.3,clear sky,2021-11-04 19:27:40
626,Maksatikha,RU,57.797,35.8825,42.04,92,16,7.16,few clouds,2021-11-04 19:27:40
627,Khoy,IR,38.5504,44.9535,55.96,65,69,3.02,broken clouds,2021-11-04 19:24:56
628,Champawat,IN,29.3333,80.1,44.96,74,0,5.12,clear sky,2021-11-04 19:27:41
629,Ulaangom,MN,49.9811,92.0667,9.88,39,10,4.72,clear sky,2021-11-04 19:27:41
630,Tungor,RU,53.3808,142.9564,27.28,98,45,3.83,scattered clouds,2021-11-04 19:27:41
631,Marau,BR,-28.4492,-52.2,84.15,50,12,5.91,few clouds,2021-11-04 19:27:42
632,Ladario,BR,-19.0047,-57.6017,98.69,36,40,9.22,scattered clouds,2021-11-04 19:27:42
633,Slavutych,UA,51.5196,30.7343,50.2,83,100,8.99,overcast clouds,2021-11-04 19:27:42
634,Tecoanapa,MX,16.5167,-98.75,83.88,70,95,7.45,overcast clouds,2021-11-04 19:27:42
635,Nagato,JP,34.3833,131.2,55.31,66,3,7.87,clear sky,2021-11-04 19:27:43
636,Nyzhnya Duvanka,UA,49.5846,38.1743,52.72,86,100,7.09,overcast clouds,2021-11-04 19:27:43
637,Nantucket,US,41.2835,-70.0995,51.94,65,100,4.5,overcast clouds,2021-11-04 19:27:43
638,Ordu,TR,40.9086,37.6845,43.3,79,0,4.94,clear sky,2021-11-04 19:27:44
639,Waitati,NZ,-45.75,170.5667,50.77,67,7,0.74,clear sky,2021-11-04 19:27:44
640,Xingyi,CN,24.1877,102.817,53.65,97,71,3.96,broken clouds,2021-11-04 19:27:44
641,Oktyabrskiy,RU,54.4815,53.471,34.16,29,100,17.2,overcast clouds,2021-11-04 19:27:44
642,Kaeo,NZ,-35.1,173.7833,58.32,96,100,7.11,light rain,2021-11-04 19:27:45
643,Pervomaysk,UA,48.0443,30.8507,55.78,96,67,15.59,broken clouds,2021-11-04 19:27:45
644,General Roca,AR,-39.0333,-67.5833,64.8,11,0,25.97,clear sky,2021-11-04 19:28:45
645,Ust-Nera,RU,64.5667,143.2,-0.8,98,100,4.41,overcast clouds,2021-11-04 19:28:46
646,Tres Arroyos,AR,-38.3739,-60.2798,57.18,75,100,15.9,light rain,2021-11-04 19:28:46
647,Port Hueneme,US,34.1478,-119.1951,90.88,76,40,5.75,haze,2021-11-04 19:28:46
648,Jurm,AF,36.8648,70.8342,39.81,98,100,8.28,light rain,2021-11-04 19:28:47
649,Mogadishu,SO,2.0371,45.3438,79.39,80,100,12.82,overcast clouds,2021-11-04 19:28:47
650,Kloulklubed,PW,7.0419,134.2556,77.5,76,100,8.25,overcast clouds,2021-11-04 19:28:47
651,Tonekabon,IR,36.8163,50.8738,58.95,90,100,3.71,overcast clouds,2021-11-04 19:28:47
652,Moose Factory,CA,51.2585,-80.6094,39.2,60,1,12.66,clear sky,2021-11-04 19:28:48
653,Flinders,AU,-34.5833,150.8552,64.18,93,100,1.01,light rain,2021-11-04 19:28:48
654,Peterhead,GB,57.5058,-1.7981,46.71,77,100,15.55,overcast clouds,2021-11-04 19:28:48
655,Barsovo,RU,61.1667,73.1667,28.53,93,100,14.79,overcast clouds,2021-11-04 19:28:49
656,Ilo,PE,-17.6394,-71.3375,70.66,60,20,10.36,few clouds,2021-11-04 19:28:49
657,Vestmannaeyjar,IS,63.4427,-20.2734,44.98,78,100,14.05,overcast clouds,2021-11-04 19:27:29
658,Whitianga,NZ,-36.8333,175.7,59.68,93,100,15.23,overcast clouds,2021-11-04 19:28:49
659,Harur,IN,12.0667,78.5,71.76,97,100,3.53,overcast clouds,2021-11-04 19:28:49
660,Port-Gentil,GA,-0.7193,8.7815,80.56,83,75,10.36,broken clouds,2021-11-04 19:28:50
661,Goure,NE,13.9835,10.2704,90.01,12,2,12.86,clear sky,2021-11-04 19:28:50
662,Mehran,IR,33.1222,46.1646,72.88,39,5,7.16,clear sky,2021-11-04 19:28:50
663,Okha,RU,53.5739,142.9478,29.21,96,59,3.83,broken clouds,2021-11-04 19:28:51
664,Vysoke,UA,50.3833,29.5167,51.53,72,100,14.83,overcast clouds,2021-11-04 19:28:51
665,Nouadhibou,MR,20.931,-17.0347,71.58,73,67,10.36,broken clouds,2021-11-04 19:28:51
666,Belmonte,BR,-15.8631,-38.8828,79.3,80,83,10.98,broken clouds,2021-11-04 19:28:51
667,Varna,BG,43.2167,27.9167,62.24,81,0,3.44,clear sky,2021-11-04 19:28:52
668,Ust-Maya,RU,60.4167,134.5333,9.34,96,100,3.09,overcast clouds,2021-11-04 19:28:52
669,Estelle,US,29.8458,-90.1067,66.99,65,90,8.05,overcast clouds,2021-11-04 19:24:46
670,Melchor De Mencos,GT,17.0686,-89.1522,85.89,52,97,1.83,overcast clouds,2021-11-04 19:28:53
671,Kenai,US,60.5544,-151.2583,35.15,98,90,4.61,snow,2021-11-04 19:28:53
672,Goderich,CA,43.7501,-81.7165,42.91,81,99,9.22,overcast clouds,2021-11-04 19:28:53
673,Broome,US,42.2506,-75.833,47.05,61,90,1.01,overcast clouds,2021-11-04 19:28:53
674,Riverton,US,40.5219,-111.9391,69.8,41,1,5.99,clear sky,2021-11-04 19:28:54
675,Uyuni,BO,-20.4597,-66.825,67.1,8,40,16.69,scattered clouds,2021-11-04 19:28:54
676,Dryden,CA,49.7833,-92.7503,44.89,57,1,10.36,clear sky,2021-11-04 19:28:54
677,Cizre,TR,37.3272,42.1903,69.39,49,0,5.53,clear sky,2021-11-04 19:28:55
678,Biloela,AU,-24.4167,150.5,62.94,85,56,4.45,broken clouds,2021-11-04 19:28:55
679,Miri,MY,4.4148,114.0089,77.14,100,40,3.44,light rain,2021-11-04 19:28:55
680,Haines Junction,CA,60.7522,-137.5108,21.15,86,83,0.0,broken clouds,2021-11-04 19:28:56
681,Gizo,SB,-8.103,156.8419,82.31,70,99,13.09,overcast clouds,2021-11-04 19:28:56
